return_pct,final_value,cash,halted,trades,reset,order_pct,ETH_sweep,ETH_steps,BNB_sweep,BNB_steps,SOL_sweep,SOL_steps
63.60890805299503,49082.67241589851,15052.859987109676,False,290,,0.1,0.15,4,0.1,12,0.2,4
63.60890805299503,49082.67241589851,15052.859987109676,False,290,48.0,0.1,0.15,4,0.1,12,0.2,4
63.60890805299503,49082.67241589851,15052.859987109676,False,290,168.0,0.1,0.15,4,0.1,12,0.2,4
63.59108284127238,49077.32485238172,25347.174294951874,False,188,24.0,0.15,0.06,4,0.1,12,0.2,4
63.59108284127238,49077.32485238172,25347.174294951874,False,188,48.0,0.15,0.06,4,0.1,12,0.2,4
63.59108284127238,49077.32485238172,25347.174294951874,False,188,168.0,0.15,0.06,4,0.1,12,0.2,4
63.59108284127238,49077.32485238172,25347.174294951874,False,188,,0.15,0.06,4,0.1,12,0.2,4
63.58528473889103,49075.58542166731,34490.400818368624,False,294,168.0,0.1,0.06,4,0.1,12,0.2,4
63.58528473889103,49075.58542166731,34490.400818368624,False,294,48.0,0.1,0.06,4,0.1,12,0.2,4
63.58528473889103,49075.58542166731,34490.400818368624,False,294,24.0,0.1,0.06,4,0.1,12,0.2,4
63.58528473889103,49075.58542166731,34490.400818368624,False,294,,0.1,0.06,4,0.1,12,0.2,4
63.55432128193066,49066.2963845792,25205.132703462812,False,152,24.0,0.15,0.1,8,0.06,4,0.2,4
63.55432128193066,49066.2963845792,25205.132703462812,False,152,48.0,0.15,0.1,8,0.06,4,0.2,4
63.55432128193066,49066.2963845792,25205.132703462812,False,152,,0.15,0.1,8,0.06,4,0.2,4
63.55432128193066,49066.2963845792,25205.132703462812,False,152,168.0,0.15,0.1,8,0.06,4,0.2,4
63.44980097287796,49034.940291863386,29025.282873780754,False,376,24.0,0.1,0.2,12,0.06,12,0.2,4
63.44980097287796,49034.940291863386,29025.282873780754,False,376,48.0,0.1,0.2,12,0.06,12,0.2,4
63.44980097287796,49034.940291863386,29025.282873780754,False,376,,0.1,0.2,12,0.06,12,0.2,4
63.44980097287796,49034.940291863386,29025.282873780754,False,376,168.0,0.1,0.2,12,0.06,12,0.2,4
63.415733391018435,49024.72001730553,34555.97931226518,False,191,,0.08,0.2,8,0.2,8,0.2,4
63.415733391018435,49024.72001730553,34555.97931226518,False,191,48.0,0.08,0.2,8,0.2,8,0.2,4
63.415733391018435,49024.72001730553,34555.97931226518,False,191,168.0,0.08,0.2,8,0.2,8,0.2,4
63.415733391018435,49024.72001730553,34555.97931226518,False,191,24.0,0.08,0.2,8,0.2,8,0.2,4
